dist_left_ear_shoulder,dist_right_ear_shoulder,dist_shoulder_nose,angle_right_ear_left_shoulder,angle_left_ear_right_shoulder,angle_nose_left_shoulder_right_shoulder,class
0.40601445140793535,0.36605662807561956,0.3397770586182154,132.6137267780266,142.51772041787692,54.17391932612661,looks good
0.3962910921079439,0.378734694256216,0.3682283085081295,110.84740652579328,126.91382475295487,62.189427094026556,looks good
0.38899392477187383,0.3900835108945081,0.36647653601266705,114.83531799318587,128.5741013642443,64.1462264946655,looks good
0.41252265247333186,0.3753107694311084,0.3464050535385884,133.60766413912643,142.05079395183677,54.530092010338606,looks good
0.3892952321473453,0.37184295277232177,0.35621970010989223,112.79204360188497,136.04407560596223,63.52393828920399,looks good
0.41539647165980115,0.3807874213053939,0.3522870747048973,133.9062452017265,138.78519146923347,54.46471973175425,looks good
0.38876110203781816,0.3567443211103974,0.32452461408273037,138.28844070653705,139.65482989526845,52.19538991736756,looks good
0.37603383441942584,0.3797577705486169,0.3580497022580738,113.6952113277368,126.68199646739359,64.60682835734762,looks good
0.3745745661370244,0.3802919394647276,0.35678509692869576,113.91964790521337,127.78855801638466,64.9874047016745,looks good
0.399803762737322,0.3424353721441402,0.3161930547966558,144.52538045529022,144.4983207053379,49.017274333821426,looks good
0.3820623380389483,0.3534215816938566,0.3200134344385342,134.07632695014206,145.92717818185383,55.023929108483834,looks good
0.37327211818518485,0.38325570406069054,0.3556532212498204,115.16827597718684,129.82386725479714,65.57600766697945,looks good
0.3656754031696267,0.38766373195817305,0.3554123454879678,117.24646010820645,124.7494876427362,65.94794684446545,looks good
0.5339711519005979,0.5032124780750097,0.5012718291076418,117.43590956231266,110.50149994913409,57.200506067495645,looks good
0.3831783570601673,0.3617056040211673,0.3225323869397059,137.5537857141664,144.01065166837628,54.79878522382638,looks good
0.3723429958535674,0.3857170611431688,0.35935613652791387,113.5139839047911,125.58102635310196,65.56274877418198,looks good
0.5704998385492444,0.5233559258373274,0.5434676879736078,101.0710319688969,103.25087337807157,59.76058139806277,looks good
0.3815599623760007,0.38971547593862504,0.3650889411613916,114.95134964379594,124.47596986906288,64.2085703445799,looks good
0.563854774266129,0.5481985837696631,0.5489276548807878,104.21455228009876,102.14097336971986,62.26310216109762,looks good
0.37156738637524594,0.3454284999411931,0.2947597813423276,146.6251540816075,155.4725248473164,52.50949800811648,looks good
0.37195360055055415,0.38455173124366293,0.35580431840936855,114.40523052391464,129.32118172832799,65.75688783284305,looks good
0.41353912163294165,0.37443676687702343,0.3587603260879414,126.14582598948513,133.00800034469324,55.52456459254245,looks good
0.5593153512611911,0.5411487514741308,0.5557339719693382,98.62472597046276,94.23517928095663,62.40527411748325,looks good
0.5565212638264958,0.5117589926598806,0.5236258981584855,105.85036355125519,107.72284319563829,58.90579865128609,looks good
0.37381616926953937,0.38668242225742394,0.35845814390488906,115.67941297867677,126.73467572853617,65.37108057580274,looks good
0.47886198531535534,0.4066876771583975,0.42230112593095176,116.98334439708229,115.7227649882498,52.103386349720914,looks good
0.3945958775138487,0.3826759093270383,0.36307204887312744,111.76686596746862,138.01622175498923,64.83044181282689,looks good
0.389793511138608,0.3664494601983572,0.3551426202968394,109.8901627559949,137.43245737385377,63.73487981768471,looks good
0.447716009827808,0.38533511874793586,0.3560762823336993,146.67071268002715,142.7793118522213,49.3142239387707,looks good
0.47212476213530846,0.39918495396175163,0.399757808140572,124.77191067164078,129.7299848842857,52.14543902077542,looks good
0.4474673410882297,0.4061941908959181,0.38585377160434564,128.23537479192086,133.24069826498283,54.45489162576918,looks good
0.3871019051302054,0.38986874454629744,0.3642532922324472,114.93328683122361,130.74647491577278,64.40694545499913,looks good
0.5327130888648922,0.5420627361120276,0.5510209988847705,107.98366551629186,82.1647750744201,60.12310946962557,looks good
0.4135412365398544,0.4139123786343714,0.38623153956266815,117.10207256274472,131.23908032369084,64.63681970776177,looks good
0.44024669446324655,0.4270609934223774,0.3968095142350528,127.83352238173875,128.05011291949862,57.37243101016368,looks good
