dist_left_ear_shoulder,dist_right_ear_shoulder,dist_shoulder_nose,class
0.40601445140793535,0.36605662807561956,0.15834930071372216,looks good
0.3962910921079439,0.378734694256216,0.18405351599493375,looks good
0.38899392477187383,0.3900835108945081,0.18147625753800747,looks good
0.41252265247333186,0.3753107694311084,0.16136474296188164,looks good
0.3892952321473453,0.37184295277232177,0.17546380416046245,looks good
0.41539647165980115,0.3807874213053939,0.16515311514913467,looks good
0.38876110203781816,0.3567443211103974,0.15147465076849684,looks good
0.37603383441942584,0.3797577705486169,0.17848933271378076,looks good
0.3745745661370244,0.3802919394647276,0.1773746701145257,looks good
0.399803762737322,0.3424353721441402,0.1435403940917065,looks good
0.3820623380389483,0.3534215816938566,0.14807696297430262,looks good
0.37327211818518485,0.38325570406069054,0.17575174284371078,looks good
0.3656754031696267,0.38766373195817305,0.17608813593512718,looks good
0.5339711519005979,0.5032124780750097,0.25491614815696684,looks good
0.3831783570601673,0.3617056040211673,0.14854551991476866,looks good
0.3723429958535674,0.3857170611431688,0.17909191793175994,looks good
0.5704998385492444,0.5233559258373274,0.28366986224946,looks good
0.3815599623760007,0.38971547593862504,0.1819014005144092,looks good
0.563854774266129,0.5481985837696631,0.28479978304717846,looks good
0.37156738637524594,0.3454284999411931,0.1280873561853582,looks good
0.37195360055055415,0.38455173124366293,0.17624577372052339,looks good
0.41353912163294165,0.37443676687702343,0.17315719206885835,looks good
0.5593153512611911,0.5411487514741308,0.2939713108328533,looks good
0.5565212638264958,0.5117589926598806,0.26948748837198894,looks good
0.37381616926953937,0.38668242225742394,0.17798718715841524,looks good
0.47886198531535534,0.4066876771583975,0.21311057491459096,looks good
0.3945958775138487,0.3826759093270383,0.1785782129914507,looks good
0.389793511138608,0.3664494601983572,0.17516895448957048,looks good
0.447716009827808,0.38533511874793586,0.16278384183831315,looks good
0.47212476213530846,0.39918495396175163,0.19458977168505556,looks good
0.4474673410882297,0.4061941908959181,0.18558165616473163,looks good
0.3871019051302054,0.38986874454629744,0.17987328824215934,looks good
0.5327130888648922,0.5420627361120276,0.29564533968801343,looks good
0.4135412365398544,0.4139123786343714,0.18930920182941946,looks good
0.44024669446324655,0.4270609934223774,0.19293305045804235,looks good
0.43401316906387766,0.4225464188068559,0.1985415734538468,looks good
0.4551842735120467,0.4309479152105911,0.18285880786455183,looks good
0.4342472473011488,0.4340510554050893,0.20151088767712272,looks good
0.43510667286374477,0.41029443386064673,0.1953982803039611,looks good
0.3899402148084967,0.3648022993606269,0.1623648288951714,looks good
0.4475107061910019,0.4119142672486903,0.2003377623501285,looks good
0.43850637635759787,0.43490459318678304,0.20316813560176789,looks good
0.4516629307935371,0.4330191256932364,0.20343933557157584,looks good
0.4631864313441469,0.4488233722476612,0.2093376461051588,looks good
0.48113207862735846,0.4632285638773484,0.21297197391173103,looks good
0.47973788105639226,0.48158818242223084,0.21463077795569616,looks good
0.4567211494156902,0.37230726332665015,0.16160242888051307,looks good
0.4557634174798478,0.47838416919850457,0.22750483898803095,looks good
0.45937447779433,0.46323729354900456,0.22597220293464187,looks good
0.44185746732410813,0.43896078418447015,0.21464580588872753,looks good
0.4420843425918368,0.4278978546218913,0.2169198161365996,looks good
0.4183607843716417,0.4300422772542601,0.20839640422820543,looks good
